时间,MFI,MFI六日平均,收盘价,买入,卖出,累计涨幅
2007/9/13,43.2607832,48.77836924,5349.97,2,4.5,-0.0426
2007/9/14,42.05104667,48.63205738,5397.278,2,4.5,-0.0679
2007/9/17,49.51120391,49.90614097,5498.908,2,4.5,3.9814
2007/9/18,56.97305972,50.11359008,5476.839,2,4.5,2.0233
2007/9/19,50.6398443,47.99778623,5419.268,2,4.5,5.6795
2007/9/20,50.23427767,48.05111322,5494.915,2,4.5,5.5383
2007/9/21,42.38291204,49.3831464,5468.098,2,4.5,2.2227
2007/9/24,49.69554821,53.45583575,5513.895,2,4.5,2.1759
2007/9/25,50.75589854,56.34838919,5454.615,2,4.5,-0.7822
2007/9/26,44.27823665,59.12583228,5361.021,2,4.5,-2.0968
2007/9/27,50.95980623,63.04504661,5427.657,2,4.5,0.1974
2007/9/28,58.22647676,64.25418963,5580.813,2,4.5,1.6233
2007/10/8,66.81904808,64.27828741,5653.136,2,4.5,3.4072
2007/10/9,67.05086887,64.11160584,5675.927,2,4.5,2.9729
2007/10/10,67.42055712,62.81123667,5685.759,2,4.5,4.2212
2007/10/11,67.7935226,61.57695647,5760.078,2,4.5,7.2442
2007/10/12,58.21466433,59.32407322,5737.221,2,4.5,5.6044
2007/10/15,58.37106347,58.77406838,5821.447,2,4.5,4.2507
2007/10/16,65.81895868,58.15881929,5877.202,2,4.5,3.9126
2007/10/17,59.24865384,56.41916516,5824.117,2,4.5,2.6062
2007/10/18,60.01487591,54.73810733,5615.747,2,4.5,-1.1447
2007/10/19,54.2762231,51.79280774,5614.06,2,4.5,-2.4818
2007/10/22,54.91463529,50.78203222,5472.677,2,4.5,-4.6034
2007/10/23,54.67956889,49.34150934,5540.09,2,4.5,-4.8397
2007/10/24,55.38103396,47.73502348,5588.014,2,4.5,-4.9325
2007/10/25,49.16230682,46.37946977,5333.792,2,4.5,-8.5787
2007/10/26,42.34307839,44.49781304,5394.807,2,4.5,-3.8571
2007/10/29,48.21157,42.21553276,5508.357,2,4.5,-1.7223
2007/10/30,46.27149797,39.16799159,5596.068,2,4.5,2.3884
2007/10/31,45.04065375,36.63342548,5688.543,2,4.5,2.8091
2007/11/1,47.24771167,34.35588178,5605.232,2,4.5,0.4796
2007/11/2,37.87236649,31.75111408,5472.93,2,4.5,2.6687
2007/11/5,28.64939667,30.781085,5360.305,2,4.5,-0.5331
2007/11/6,29.926323,31.08515029,5317.549,2,4.5,-3.4355
2007/11/7,31.06410129,32.41970195,5350.629,2,4.5,-4.4057
2007/11/8,31.37539156,34.61483623,5093.669,2,4.5,-10.8606
2007/11/9,31.61910545,35.76858055,5040.525,2,4.5,-10.4394
2007/11/12,32.052192,36.52449933,4978.252,2,4.5,-9.3145
2007/11/13,30.47378843,36.70949181,4939.244,2,4.5,-8.0402
2007/11/14,37.93363299,38.41829231,5145.888,2,4.5,-3.0589
2007/11/15,44.23490694,39.21754671,5081.113,2,4.5,-4.9398
2007/11/16,38.29785751,39.2478232,5007.662,2,4.5,-1.583
2007/11/19,36.15461812,41.27215385,4994.416,2,4.5,-0.8042
2007/11/20,33.16214685,43.90254961,5069.382,2,4.5,1.9322
2007/11/21,40.72659142,47.38697087,4997.62,2,4.5,1.3002
2007/11/22,42.72915939,51.08487882,4772.617,2,4.5,-7.3857
2007/11/23,44.41656594,54.71678378,4856.161,2,4.5,-4.3764
2007/11/26,50.44384138,56.87011327,4800.082,2,4.5,-4.0856
2007/11/27,51.9369927,57.74304028,4711.152,2,4.5,-5.6738
2007/11/28,54.06867442,58.34225904,4648.751,2,4.5,-8.4993
2007/11/29,62.91403909,59.67997783,4842.07,2,4.5,-2.9252
2007/11/30,64.52058914,59.57463547,4737.408,2,4.5,-0.5845
2007/12/3,57.33654286,59.36651398,4772.674,2,4.5,-1.5906
2007/12/4,55.68140343,60.58977724,4829.214,2,4.5,0.7489
2007/12/5,55.53230532,61.68496428,4965.947,2,4.5,5.433
2007/12/6,62.09498714,62.37814263,4971.055,2,4.5,6.8604
2007/12/7,62.28198492,60.89855342,5041.35,2,4.5,4.116
2007/12/10,63.2718602,59.05477011,5133.562,2,4.5,8.1066
2007/12/11,64.67612241,57.02350784,5140,2,4.5,7.4876
2007/12/12,62.25252567,54.69074738,5077.39,2,4.5,5.0848
2007/12/13,59.69137543,53.88891824,4884.298,2,4.5,-1.5496
2007/12/14,53.2174519,54.54792147,4977.652,2,4.5,0.2588
2007/12/17,51.21928504,56.66463329,4857.289,2,4.5,-3.5734
2007/12/18,51.08428658,59.22218278,4829.909,2,4.5,-5.9662
2007/12/19,50.67955965,62.01799239,4946.285,2,4.5,-3.6821
2007/12/20,57.44155082,65.16221045,5037.195,2,4.5,-0.6261
2007/12/21,63.64539482,67.22705392,5101.852,2,4.5,4.4605
2007/12/24,65.91772286,68.32391142,5207.134,2,4.5,4.6128
2007/12/25,66.56458193,70.44209406,5216.813,2,4.5,7.2168
2007/12/26,67.85914428,73.57364087,5265.026,2,4.5,8.7047
2007/12/27,69.54486797,77.3949883,5367.53,2,4.5,8.2421
2007/12/28,69.83061164,81.91902853,5338.275,2,4.5,5.8592
2008/1/2,70.22653985,#DIV/0!,5385.103,2,4.5,5.4528
2008/1/3,78.62681866,#DIV/0!,5422.034,2,4.5,4.075
2008/1/4,85.35386284,#DIV/0!,5483.65,2,4.5,5.0255
2008/1/7,90.78722882,#DIV/0!,5556.593,2,4.5,5.4315
2008/1/8,96.68910936,#DIV/0!,5528.054,2,4.5,2.971
2008/1/9,#DIV/0!,#DIV/0!,5613.758,2,4.5,5.0663
2008/1/10,#DIV/0!,#DIV/0!,5672.154,2,4.5,5.2293
2008/1/11,#DIV/0!,#DIV/0!,5699.147,2,4.5,5.0194
2008/1/14,#DIV/0!,#DIV/0!,5731.757,2,4.5,4.4552
2008/1/15,92.73426121,78.40025734,5696.45,2,4.5,2.509
2008/1/16,85.37230399,73.68617005,5505.717,2,4.5,-0.3257
2008/1/17,77.87327276,70.20005961,5365.624,2,4.5,-4.4205
2008/1/18,77.6461788,67.88091474,5414.468,2,4.5,-4.5504
2008/1/21,71.69618595,64.50870439,5145.734,2,4.5,-9.9896
2008/1/22,65.07934131,61.29541501,4753.868,2,4.5,-18.1772
2008/1/23,64.44973748,57.99687651,4975.111,2,4.5,-12.9072
2008/1/24,64.45564138,53.6416752,5027.213,2,4.5,-8.5116
2008/1/25,63.95840353,48.09166166,5077.429,2,4.5,-4.9682
2008/1/28,57.41291666,43.80227651,4731.883,2,4.5,-12.684
2008/1/29,52.41644968,41.78748801,4762.083,2,4.5,-7.0825
2008/1/30,45.28811034,41.21447391,4710.652,2,4.5,-0.5471
2008/1/31,38.31852963,41.39081786,4620.401,2,4.5,-7.117
2008/2/1,31.1555601,43.13121102,4571.945,2,4.5,-9.213
2008/2/4,38.22209267,47.57658516,4950.124,2,4.5,-1.9402
2008/2/5,45.32418566,50.56294584,4921.829,2,4.5,4.2937
2008/2/13,48.97836506,50.62489379,4816.084,2,4.5,1.507
2008/2/14,46.34617404,48.5131129,4880.252,2,4.5,3.9194
2008/2/15,48.76088859,46.89761402,4813.311,2,4.5,4.4636
2008/2/18,57.82780496,44.8351415,4910.992,2,4.5,7.5417
2008/2/19,56.14025672,41.29106426,5020.753,2,4.5,1.505
2008/2/20,45.69587337,39.10645351,4908.717,2,4.5,-0.1549
2008/2/21,36.30767971,39.7370728,4876.03,2,4.5,1.3277
2008/2/22,36.65318077,41.5534224,4702.241,2,4.5,-3.5688
2008/2/25,36.38605347,43.41649597,4519.783,2,4.5,-6.0773
2008/2/26,36.5633415,44.91797207,4515.533,2,4.5,-8.2007
2008/2/27,43.03259223,45.37914103,4639.768,2,4.5,-7.6844
2008/2/28,49.47958909,45.99396998,4622.056,2,4.5,-5.8346
2008/2/29,47.20577732,44.50810607,4674.55,2,4.5,-4.033
2008/3/3,47.83162221,42.19151296,4790.744,2,4.5,2.0168
2008/3/4,45.39491006,39.97483797,4671.148,2,4.5,3.4006
2008/3/5,39.33035524,38.28057523,4628.724,2,4.5,2.5864
2008/3/6,46.72156594,37.69342356,4685.03,2,4.5,1.0515
2008/3/7,40.56440563,36.03989812,4621.685,2,4.5,0.0811
2008/3/10,33.3062187,35.52606245,4431.589,2,4.5,-5.1677
2008/3/11,34.53157223,35.10737292,4441.184,2,4.5,-7.4369
2008/3/12,35.22933364,34.65014097,4309.648,2,4.5,-7.9022
2008/3/13,35.8074452,34.46227233,4198.96,2,4.5,-9.5624
2008/3/14,36.8004133,34.10316425,4157.871,2,4.5,-11.7574
2008/3/17,37.48139164,33.77753103,3965.279,2,4.5,-15.0373
2008/3/18,30.7940815,33.50721162,3763.948,2,4.5,-16.0015
2008/3/19,31.78818051,33.79614553,3888.861,2,4.5,-12.8993
2008/3/20,34.10212183,33.95373099,4001.832,2,4.5,-7.0326
2008/3/21,33.65279674,35.10140191,4037.83,2,4.5,-3.5647
2008/3/24,34.84661398,36.3352776,3857.091,2,4.5,-7.0622
2008/3/25,35.85947514,37.33447792,3905.774,2,4.5,-1.168
2008/3/26,32.52768499,38.13536675,3914.37,2,4.5,4.1294
2008/3/27,32.73369325,40.44744134,3748.92,2,4.5,-3.416
2008/3/28,40.98814734,43.86906971,3918.156,2,4.5,-1.8067
2008/3/31,41.05605091,47.17055195,3790.53,2,4.5,-5.9635
2008/4/1,40.84181589,49.23398614,3582.855,2,4.5,-6.9662
2008/4/2,40.6648081,50.10935232,3547.977,2,4.5,-9.2019
2008/4/3,46.40013255,50.66491475,3650.698,2,4.5,-6.5268
2008/4/7,53.26346347,50.34952491,3845.822,2,4.5,3.0447
2008/4/8,60.79704082,48.95751111,3891.059,2,4.5,-0.2933
2008/4/9,53.43665602,45.3556026,3688.125,2,4.5,-2.2514
2008/4/10,46.09401295,43.05409355,3754.715,2,4.5,5.0329
2008/4/11,43.99818273,40.66631488,3783.728,2,4.5,6.7791
2008/4/14,44.50779346,39.87909783,3536.327,2,4.5,-2.6547
2008/4/15,44.91138069,39.09747264,3583.299,2,4.5,-6.6712
2008/4/16,39.18558978,39.72851226,3494.016,2,4.5,-10.3391
2008/4/17,39.6276017,42.3797162,3386.63,2,4.5,-8.1971
2008/4/18,31.76734094,45.56411182,3272.499,2,4.5,-13.3726
2008/4/21,39.27488042,48.66552639,3267.554,2,4.5,-14.2964
2008/4/22,39.8180423,51.73264735,3296.277,2,4.5,-6.8788
2008/4/23,48.69761839,55.98407377,3453.727,2,4.5,-3.4305
2008/4/24,55.09281344,59.11201,3774.504,2,4.5,8.349
2008/4/25,58.7339754,60.67470729,3803.07,2,4.5,12.1792
2008/4/28,50.37582837,61.2149531,3729.154,2,4.5,13.6056
2008/4/29,57.6776062,62.86000786,3776.943,2,4.5,15.0382
2008/4/30,65.3266008,64.12317892,3959.119,2,4.5,18.9826
2008/5/5,67.46523577,63.80348653,4055.779,2,4.5,16.6475
2008/5/6,64.46899721,62.16761865,4010.888,2,4.5,6.2528
2008/5/7,61.97545024,61.80965144,3821.319,2,4.5,0.7696
2008/5/8,60.24615695,61.97063295,3925.041,2,4.5,5.4275
2008/5/9,65.25663258,61.1092265,3878.924,2,4.5,2.9711
2008/5/12,63.40844642,58.14097441,3904.92,2,4.5,-1.1821
2008/5/13,57.6500285,55.57564553,3851.687,2,4.5,-4.9868
2008/5/14,62.32119397,52.95400647,3975.782,2,4.5,-0.6582
2008/5/15,62.94133928,49.10048514,3948.088,2,4.5,3.3716
2008/5/16,55.07771827,43.77675317,3936.121,2,4.5,0.3542
2008/5/19,47.44712002,40.06100537,3914.072,2,4.5,0.9689
2008/5/20,48.01647312,37.92447206,3710.818,2,4.5,-4.8942
2008/5/21,41.92019412,36.72800523,3783.049,2,4.5,-1.5845
2008/5/22,39.20006604,35.1849086,3711.444,2,4.5,-6.6991
2008/5/23,30.99894743,34.29742627,3675.147,2,4.5,-6.9805
2008/5/26,32.78323149,35.96152782,3559.217,2,4.5,-9.8318
2008/5/27,34.62792017,35.76600951,3576.197,2,4.5,-8.7945
2008/5/28,40.83767215,33.58867167,3676.23,2,4.5,-0.8044
2008/5/29,32.66161433,30.53481754,3580.868,2,4.5,-5.3449
2008/5/30,33.87517206,28.94462172,3611.33,2,4.5,-2.6014
2008/6/2,40.9835567,27.25988744,3625.826,2,4.5,-1.222
2008/6/3,31.61012166,24.57843636,3614.111,2,4.5,1.6093
2008/6/4,21.56389313,21.83610712,3546.916,2,4.5,-0.727
2008/6/5,22.51454732,20.8538317,3512.138,2,4.5,-4.5047
2008/6/6,23.12043944,19.7552379,3489.502,2,4.5,-2.5552
2008/6/10,23.76676639,18.57967532,3206.562,2,4.5,-11.5142
2008/6/11,24.89485018,17.4113632,3140.299,2,4.5,-13.9821
2008/6/12,15.15614622,16.06181379,3084.633,2,4.5,-15.4316
2008/6/13,15.67024062,16.24800168,2979.117,2,4.5,-16.9931
2008/6/16,15.92298456,15.15420735,2952.242,2,4.5,-16.9147
2008/6/17,16.06706396,15.1874134,2842.676,2,4.5,-19.9815
2008/6/18,16.75689364,16.69223681,2991.273,2,4.5,-6.6458
2008/6/19,16.79755372,19.47214679,2773.076,2,4.5,-11.8738
2008/6/20,16.27327359,22.07948193,2849.668,2,4.5,-7.3392
2008/6/23,9.107474648,24.91533719,2789.941,2,4.5,-6.0144
2008/6/24,16.12222083,28.9996485,2851.915,2,4.5,-2.891
2008/6/25,25.09600444,32.00341955,2969.537,2,4.5,4.9446
2008/6/26,33.4363535,34.7904173,2980.907,2,4.5,0.1001
2008/6/27,32.44156458,37.27622494,2816.021,2,4.5,1.8632
2008/6/30,33.28840514,41.19008143,2791.819,2,4.5,-1.7582
2008/7/1,33.61334249,45.11894823,2698.347,2,4.5,-3.0104
2008/7/2,34.14484716,50.49224921,2699.597,2,4.5,-5.1854
2008/7/3,41.81799096,57.35431488,2760.612,2,4.5,-7.0495
2008/7/4,48.35119932,62.53265352,2741.852,2,4.5,-8.112
2008/7/7,55.92470349,66.65434372,2882.763,2,4.5,2.5587
2008/7/8,56.86160596,68.25173366,2901.841,2,4.5,4.0799
2008/7/9,65.85314835,68.5973578,3015.126,2,4.5,11.3319
2008/7/10,75.31724119,67.59360167,2973.728,2,4.5,9.9126
2008/7/11,72.88802282,65.83600894,2953.498,2,4.5,6.9721
2008/7/14,73.08134054,65.37223559,2975.874,2,4.5,8.4093
2008/7/15,65.5090431,65.65738397,2852.979,2,4.5,-0.8597
2008/7/16,58.93535081,66.15578017,2745.596,2,4.5,-5.2854
2008/7/17,59.83061155,67.85948501,2718.068,2,4.5,-10.1919
2008/7/18,64.7716848,68.25218834,2815.462,2,4.5,-5.2357
2008/7/21,70.10538273,67.68071952,2911.051,2,4.5,-1.1603
2008/7/22,74.79223085,64.80953698,2904.743,2,4.5,-2.1346
2008/7/23,68.49942029,59.78001075,2883.32,2,4.5,1.2576
2008/7/24,69.15757984,56.04558132,2977.362,2,4.5,8.2831
2008/7/25,62.18683149,51.13047233,2939.202,2,4.5,8.004
2008/7/28,61.34287193,47.70703701,2960.851,2,4.5,5.1574
2008/7/29,52.87828748,44.54629255,2905.63,2,4.5,-0.1027
2008/7/30,44.61507349,42.87168098,2884.384,2,4.5,-0.6172
2008/7/31,46.09284371,42.24384075,2805.21,2,4.5,-2.6246
2008/8/1,39.66692591,40.00153658,2840.788,2,4.5,-4.6179
2008/8/4,41.64621954,37.52440943,2773.15,2,4.5,-5.7172
2008/8/5,42.3784052,34.89426205,2703.079,2,4.5,-8.9806
2008/8/6,42.83061804,30.38839004,2721.693,2,4.5,-6.427
2008/8/7,40.84803208,26.71157378,2720.442,2,4.5,-5.7418
2008/8/8,32.63901874,22.51601602,2591.462,2,4.5,-7.738
2008/8/11,24.80416302,19.81773688,2456.811,2,4.5,-14.2022
2008/8/12,25.86533524,18.54433094,2444.155,2,4.5,-12.3363
2008/8/13,15.34317315,18.88792567,2444.672,2,4.5,-9.7883
2008/8/14,20.76972043,22.5849533,2443.512,2,4.5,-10.5244
2008/8/15,15.67468557,25.38031544,2447.615,2,4.5,-10.3105
2008/8/18,16.44934385,30.07841673,2313.402,2,4.5,-11.0528
2008/8/19,17.16372742,34.79727553,2348.472,2,4.5,-4.341
2008/8/20,27.92690363,38.29948328,2532.94,2,4.5,4.0289
2008/8/21,37.52533892,41.15848503,2443.979,2,4.5,0.4955
2008/8/22,37.54189326,43.8409404,2404.928,2,4.5,-1.0548
2008/8/25,43.86329326,46.6242462,2400.548,2,4.5,-1.4048
2008/8/26,44.7624967,48.62251619,2331.532,2,4.5,1.2036
2008/8/27,38.1769739,49.44130458,2325.292,2,4.5,-0.5799
2008/8/28,45.08091416,50.42506801,2335.865,2,4.5,-7.98
2008/8/29,53.62007112,50.33226128,2391.64,2,4.5,-2.08
2008/9/1,54.24172809,48.79502465,2309.171,2,4.5,-3.9304
2008/9/2,55.8529132,45.41144654,2285.411,2,4.5,-4.7772
2008/9/3,49.67522698,41.04623571,2245.964,2,4.5,-3.6282
2008/9/4,44.07955453,37.83108472,2251.146,2,4.5,-3.1299
2008/9/5,44.52407373,34.48845939,2183.432,2,4.5,-6.5926
2008/9/8,44.39665138,31.00289816,2126.518,2,4.5,-11.587
2008/9/9,33.94025944,27.49038578,2139.145,2,4.5,-7.545
2008/9/10,29.66164818,24.43218114,2143.176,2,4.5,-6.3277
2008/9/11,30.38432108,22.21027877,2072.126,2,4.5,-7.9169
2008/9/12,24.02380256,23.38995966,2077.846,2,4.5,-7.8716
2008/9/16,23.6107063,24.88401138,2000.651,2,4.5,-8.5787
2008/9/17,23.32157714,26.23526598,1929.135,2,4.5,-9.5467
2008/9/18,15.5910316,29.35474865,1895.99,2,4.5,-11.8586
2008/9/19,16.33023391,35.00385518,2073.113,2,4.5,-2.705
2008/9/22,37.46240644,40.22114538,2207.614,2,4.5,7.0981
2008/9/23,32.98811292,41.62040326,2123.478,2,4.5,3.0109
2008/9/24,31.71823385,43.06705689,2138.853,2,4.5,7.45
2008/9/25,42.0384732,44.6234247,2223.532,2,4.5,14.9837
2008/9/26,49.48567079,44.2997377,2243.657,2,4.5,17.6069
2008/10/6,47.63397509,43.59537927,2128.696,2,4.5,3.1411
2008/10/7,45.85795371,44.14603392,2102.448,2,4.5,-4.5799
2008/10/8,41.66803471,45.15420176,2022.881,2,4.5,-4.5532
2008/10/9,41.05644072,46.03790077,1995.297,2,4.5,-6.6408
2008/10/10,40.09635121,45.24397412,1906.96,2,4.5,-15.0272
2008/10/13,45.2595202,45.96094999,1985.486,2,4.5,-11.8144
2008/10/14,50.93790299,46.96032744,1934.619,2,4.5,-9.2525
2008/10/15,51.90696073,45.35182271,1914.356,2,4.5,-9.0668
2008/10/16,46.97022878,41.91578221,1820.903,2,4.5,-10.164
2008/10/17,36.29288082,39.50385678,1833.262,2,4.5,-8.1217
2008/10/20,44.39820642,39.02914897,1896.733,2,4.5,-0.2322
2008/10/21,51.25578493,37.18361013,1881.406,2,4.5,-5.1582
2008/10/22,41.28687456,35.31964468,1833.323,2,4.5,-5.152
2008/10/23,31.29071776,36.34252649,1834.78,2,4.5,-4.0251
2008/10/24,32.4986762,37.8455189,1781.598,2,4.5,-2.0419
2008/10/27,33.44463395,37.60006872,1654.671,2,4.5,-9.8449
2008/10/28,33.32497336,37.30888216,1705.82,2,4.5,-10.2159
2008/10/29,40.07199224,38.4524405,1658.223,2,4.5,-12.1981
2008/10/30,47.42416542,38.48537799,1697.656,2,4.5,-7.2644
2008/10/31,40.30867223,37.17730321,1663.66,2,4.5,-9.3464
2008/11/3,31.02597514,37.50807538,1653.542,2,4.5,-7.0561
2008/11/4,31.69751458,41.06118242,1627.759,2,4.5,-1.4911
2008/11/5,40.18632338,44.37547313,1691.42,2,4.5,-0.6713
2008/11/6,40.26961721,47.94663148,1649.776,2,4.5,-0.3431
2008/11/7,39.57571672,53.01397364,1677.827,2,4.5,-1.0208
2008/11/10,42.29330526,59.60707928,1801.665,2,4.5,8.3626
2008/11/11,52.34461739,63.81504305,1781.361,2,4.5,7.8438
2008/11/12,51.58325883,66.67132692,1801.823,2,4.5,10.5518
2008/11/13,61.61327345,70.52394629,1874.082,2,4.5,10.6511
2008/11/14,70.67367017,71.84751607,1943.654,2,4.5,16.8255
2008/11/17,79.13435061,71.31575187,1987.225,2,4.5,17.3669
2008/11/18,67.54108788,68.64602233,1839.819,2,4.5,2.5683
2008/11/19,69.48232056,68.49789115,1953.163,2,4.5,9.8559
2008/11/20,74.69897508,68.36367384,1932.428,2,4.5,7.6456
2008/11/21,69.55469211,66.46723249,1920.735,2,4.5,3.0302
2008/11/24,67.48308499,65.33086476,1837.642,2,4.5,-5.0082
2008/11/25,63.11597335,65.35295979,1834.294,2,4.5,-7.4321
2008/11/26,66.6523008,66.13313392,1843.495,2,4.5,0.4872
2008/11/27,68.67701672,66.49812282,1870.473,2,4.5,-4.21
2008/11/28,63.32032696,65.18104323,1829.924,2,4.5,-5.3162
2008/12/1,62.73648572,66.43932292,1864.205,2,4.5,-2.8377
2008/12/2,67.61565519,66.2926403,1868.631,2,4.5,1.7258
2008/12/3,67.7970181,65.36801731,1952.668,2,4.5,6.4052
2008/12/4,68.84223425,64.44673589,1982.928,2,4.5,7.4533
2008/12/5,60.77453915,63.15404685,2013.175,2,4.5,7.5153
2008/12/8,70.87000508,63.103606,2095.036,2,4.5,13.7494
2008/12/9,61.85639001,60.64822722,2040.847,2,4.5,9.2895
2008/12/10,62.06791726,59.51678219,2096.393,2,4.5,11.7738
2008/12/11,62.26932961,59.20394399,2046.337,2,4.5,4.8889
2008/12/12,61.08609999,58.98676863,1960.38,2,4.5,-0.8613
2008/12/15,60.47189404,58.09146709,1975.034,2,4.5,-1.6392
2008/12/16,56.13773241,56.14555645,1994.45,2,4.5,-4.7224
2008/12/17,55.06771983,53.48860088,2001.42,2,4.5,-1.7864
2008/12/18,60.19088806,51.28120436,2045.102,2,4.5,-2.3255
2008/12/19,60.96627747,46.64767294,2052.114,2,4.5,0.4051
2008/12/22,55.71429072,42.32153832,2017.549,2,4.5,2.9212
2008/12/23,48.79643019,37.28886943,1918.955,2,4.5,-2.7131
2008/12/24,40.19599902,33.68335404,1887.075,2,4.5,-5.3575
2008/12/25,41.8233407,32.81113667,1870.765,2,4.5,-6.5713
2008/12/26,32.38969956,33.20205202,1862.096,2,4.5,-9.2173
2008/12/29,35.00946971,36.46589389,1854.757,2,4.5,-9.9543
2008/12/30,25.51827743,37.94259297,1833.435,2,4.5,-9.4195
2008/12/31,27.16333785,40.80410566,1817.722,2,4.5,-5.3897
2009/1/5,34.96269478,43.20197729,1882.959,2,4.5,-0.1395
2009/1/6,44.16883277,44.37079011,1942.795,2,4.5,3.9026
2009/1/7,51.97275077,45.55975274,1931.178,2,4.5,3.768
2009/1/8,43.86966422,46.91524371,1887.991,2,4.5,1.9258
2009/1/9,42.68735358,51.01299593,1918.365,2,4.5,4.6842
2009/1/12,41.55056763,56.33735953,1920.687,2,4.5,5.6622
2009/1/13,41.9755717,61.53396427,1876.185,2,4.5,-0.2437
2009/1/14,51.30260852,67.51952812,1955.244,2,4.5,0.7923
2009/1/15,60.10569658,72.70030057,1954.874,2,4.5,1.3714
2009/1/16,68.45617755,76.45963721,1990.214,2,4.5,5.4155
2009/1/19,74.6335352,78.77494803,2012.465,2,4.5,4.9247
2009/1/20,72.73019605,80.17195444,2025.19,2,4.5,5.436
2009/1/21,77.88895484,82.94731506,2021.71,2,4.5,7.5812
2009/1/22,82.38724318,84.99972955,2044.551,2,4.5,4.4972
2009/1/23,82.66171642,86.40074099,2032.682,2,4.5,3.9356
2009/2/2,82.3480425,88.54221524,2057.063,2,4.5,3.3272
2009/2/3,83.01557368,90.78127413,2108.91,2,4.5,4.7296
2009/2/4,89.38235974,92.95786037,2166.414,2,4.5,6.824
2009/2/5,90.20344179,92.45767305,2150.971,2,4.5,6.283
2009/2/6,90.79331185,91.94794799,2237.28,2,4.5,9.1658
2009/2/9,95.5105619,92.06487917,2296.672,2,4.5,12.401
2009/2/10,95.78239584,89.84107355,2326.755,2,4.5,12.5115
2009/2/11,96.07509112,86.46158429,2331.138,2,4.5,10.1795
2009/2/12,86.38123579,82.19382291,2318.343,2,4.5,6.9039
2009/2/13,87.14509143,79.66602043,2399.065,2,4.5,11.0986
2009/2/16,91.49489895,77.10686308,2462.245,2,4.5,9.7195
2009/2/17,82.16772817,72.66492832,2385.293,2,4.5,3.9395
2009/2/18,75.50546025,68.7306394,2275.843,2,4.5,-1.9589
2009/2/19,70.4685229,64.92785651,2298.412,2,4.5,-1.1556
2009/2/20,71.21442089,60.92509954,2344.32,2,4.5,1.3907
2009/2/23,71.79014736,56.4763624,2410.481,2,4.5,0.731
2009/2/24,64.84329038,50.72104849,2301.849,2,4.5,-6.4092
2009/2/25,58.56199462,47.36787345,2304.251,2,4.5,-3.1795
2009/2/26,52.68876292,44.98405389,2190.185,2,4.5,-3.5412
2009/2/27,46.45198109,42.0750658,2140.489,2,4.5,-6.8019
2009/3/2,44.52199801,40.48092051,2164.666,2,4.5,-7.6698
2009/3/3,37.25826394,39.4989997,2142.154,2,4.5,-11.532
2009/3/4,44.72424013,40.74222531,2285.149,2,4.5,-0.35
2009/3/5,44.25907726,39.76911837,2304.919,2,4.5,0.4108
2009/3/6,35.23483435,38.34462529,2286.576,2,4.5,4.5652
2009/3/9,36.88710937,39.58764532,2202.527,2,4.5,3.1584
2009/3/10,38.63047313,42.08459192,2240.782,2,4.5,3.7658
2009/3/11,44.71761761,45.84900461,2220.38,2,4.5,3.8953
2009/3/12,38.8855985,49.93785098,2215.7,2,4.5,-2.9908
2009/3/13,35.71211879,55.23869352,2205.422,2,4.5,-4.3199
2009/3/16,42.69295453,62.15391588,2241.614,2,4.5,-1.8831
2009/3/17,51.86878894,67.94198822,2322.403,2,4.5,5.3968
2009/3/18,61.21694926,70.69893106,2332.652,2,4.5,4.1012
2009/3/19,69.25069583,73.20094595,2382.564,2,4.5,7.1514
2009/3/20,70.69065379,75.64122864,2379.838,2,4.5,7.2478
2009/3/23,77.20345292,77.35005043,2439.395,2,4.5,10.2143
2009/3/24,77.42138859,76.80643829,2451.783,2,4.5,9.0811
2009/3/25,68.41044596,77.08891035,2401.327,2,4.5,3.4191
2009/3/26,76.2290386,79.09426333,2479.789,2,4.5,6.2452
2009/3/27,83.89239196,79.97679852,2498.931,2,4.5,4.8774
2009/3/30,80.94358456,78.62090562,2484.487,2,4.5,4.4138
2009/3/31,73.94178009,76.6811458,2507.789,2,4.5,2.8491
2009/4/1,79.11622094,75.02761596,2548.222,2,4.5,3.9536
2009/4/2,80.44256384,72.52499108,2576.4,2,4.5,7.1173
2009/4/3,81.52424974,69.93485232,2570.503,2,4.5,3.621
2009/4/7,75.75703456,67.19323386,2576.95,2,4.5,3.0999
2009/4/8,69.30502562,66.51557764,2479.348,2,4.5,-0.1096
2009/4/9,64.02060106,66.97680484,2517.669,2,4.5,0.4981
2009/4/10,64.10047168,67.10604104,2595.53,2,4.5,1.9784
2009/4/13,64.90173127,68.23366807,2656.518,2,4.5,3.2223
2009/4/14,65.07453897,69.07581939,2676.872,2,4.5,4.2174
2009/4/15,71.69109727,68.55681364,2686.99,2,4.5,4.3446
2009/4/16,72.07238881,65.818798,2687.106,2,4.5,8.1364
2009/4/17,64.79601822,62.76207104,2650.691,2,4.5,5.2356
2009/4/20,70.86623391,61.0119321,2707.667,2,4.5,4.2925
2009/4/21,69.95463918,58.4998871,2675.442,2,4.5,0.7527
2009/4/22,61.96050446,57.03676656,2576.281,2,4.5,-3.7198
2009/4/23,55.26300343,56.82914701,2593.564,2,4.5,-3.4269
2009/4/24,53.73202706,57.56801026,2572.888,2,4.5,-4.2284
2009/4/27,54.29518459,58.53305035,2513.292,2,4.5,-5.1895
